descmarca,producto,descrip,claseprod,preciosiva
BIASSONI.,BIA1959,TIJERA P/PODAR CORTE C/YUNQUE 20CM. ESTAMPADA,PESOS,"11821,42"
BIASSONI.,BIA1953,TIJERA P/PODAR DE 18CM. ESTAMPADA,PESOS,"13574,29"
BARBERO.,BAR038,"TIJERA P/PODAR DE 20 CMS 8""",PESOS,"2879,26"
BIASSONI.,BIA1958,TIJERA P/PODAR DE 20CM. ESTAMPADA,PESOS,"14560,5"
BIASSONI.,BIA1960,TIJERA P/PODAR DE 22.5CM. ESTAMPADA,PESOS,"15109,61"
BARBERO.,BAR03,TIJERA P/PODAR DE 24 CMS ERGONOMICA,PESOS,"4742,32"
BIASSONI.,BIA1952,TIJERA P/PODAR DE 24 CMS HOBBY ERGONOM,PESOS,"5127,26"
BIASSONI.,BIA1984,TIJERA P/PODAR DE 24 CMS HOBBY RECTA,PESOS,"4692,8"
BIASSONI.,BIA03,TIJERA P/PODAR DE 24 CMS PROFESIONAL ERGONOM,PESOS,"8161,34"
BIASSONI.,BIA3,TIJERA P/PODAR DE 24 CMS PROFESIONAL RECTA,PESOS,"7417,79"
GHERARDI.,GHE03,TIJERA P/PODAR DE 24 CMS. PINTADA,PESOS,"8729,14"
GHERARDI.,GHE5,TIJERA P/PODAR DE 24 CMS.RAMAS SECAS,PESOS,"6382,16"
GHERARDI.,GHE6,TIJERA P/PODAR DE 24 CMS.RAMAS VERDES,PESOS,"8121,73"
BARBERO.,BAR0310,"TIJERA P/PODAR DE 25 CMS 10""",PESOS,"4234,21"
TRAMONTINA,TRA950,"TIJERA P/PODAR DE 8"" NÂº78300/001",PESOS,"1748,8"
EL ABUELO,ELA0301_SA,TIJERA PARA CERCOS 25CM. ELA,PESOS,"6938,56"
EL ABUELO,ELA0302_SA,TIJERA PARA CESPED-3POSICIONES,PESOS,"5332,14"
EL ABUELO,ELA1640_SA,TIJERA PODA 500MM. DOS MANOS,PESOS,"8613,46"
EL ABUELO,ELA1641_SA,TIJERA PODA 600MM. DOS MANOS,PESOS,"9051,44"
EL ABUELO,ELA1642_SA,TIJERA PODA 700MM. DOS MANOS,PESOS,"9482,1"
BIASSONI.,BIA1878,"TIJERA PODA DE ALUMINIO PREMIUM 8.5"" ESTAMP.",PESOS,"6345,75"
TRAMONTINA,TRA366,TIJERA PODAR YUNQUE ARTICUL.TELESC 46-78 CM,PESOS,"22404,39"
NUDO.,NUD5,TIJERA PRESACASQUILLOS DE ACERO,PESOS,"89671,54"
BIASSONI.,BIA450,TIJERON PODA ARTICULADO MANGO ALUMINIO 450 MM,PESOS,"21316,2"
BIASSONI.,BIA600,TIJERON PODA ARTICULADO MANGO ALUMINIO 600 MM,PESOS,"22921,37"
BIASSONI.,BIA1968,TIJERON PODA MANGO METALICO 750 MM,PESOS,"16061,27"
BIASSONI.,BIA1998,TIJERON PODA TELESCO ARTICUL C/YUNQUE 900,PESOS,"11908,57"
TRAMONTINA,TRA363,TIJERON PODAR ARTICUL.TELESC 46-78 CM,PESOS,"21810,47"
TRAMONTINA,TRA8362,TIJERON PODAR MANGO METALICO 43 CM,PESOS,"5889,82"
REPUESTOS PARA DEPOSITO MOCHIL,FER30_ML,TIRA PVC. C/GANCHOS METALICOS P/FLAPPER,PESOS,"236,52"
REPUESTOS PARA DEPOSITO MOCHIL,FER28_ML,TIRA PVC. TIPO SERRUCHO ANCHA,PESOS,"40,29"
REPUESTOS PARA DEPOSITO MOCHIL,FER29_ML,TIRA PVC. TIPO SERRUCHO FINA,PESOS,"35,97"
EL ABUELO,ELA1252_SA,TIRABUZON P/DEST. CAñERIA,PESOS,"749,5"
TIRADORES PARA BOYAS FERRUM,TIR5_ML,TIRADOR DE BRONCE P/BOYA MOCHILA,PESOS,"664,31"
LUPUM.,LUP5012,TIRADOR ESFERICO 20 LISO BCE PLATIL 9501  20,PESOS,"1543,81"
LUPUM.,LUP5011,TIRADOR ESFERICO 20 LISO BCE/PULIDO 9501  10,PESOS,"1543,81"
LUPUM.,LUP6012,TIRADOR ESFERICO 25 LISO BCE/PLATIL 9601  20,PESOS,"1812,53"
LUPUM.,LUP6011,TIRADOR ESFERICO 25 LISO BCE/PULIDO 9601  10,PESOS,"1812,53"
LUPUM.,LUP0120,TIRADOR ESFERICO 30 LISO BCE/PLATIL 9701  20,PESOS,"2195,6"
LUPUM.,LUP0110,TIRADOR ESFERICO 30 LISO BCE/PULIDO 9701  10,PESOS,"2195,6"
TIRADORES PARA BOYAS FERRUM,TIR1_ML,TIRADOR PLAST. GANCHO P/BOYA MOCHILA,PESOS,"105,83"
TIRADORES PARA BOYAS FERRUM,TIR3_ML,TIRADOR PLAST. LARGO C/ROSCA 1/4 P/BOYA MOCHILA,PESOS,"128,45"
TIRADORES PARA BOYAS FERRUM,TIR2_ML,TIRADOR PLAST. LARGO C/ROSCA 3/16 P/BOYA MOCHILA,PESOS,"128,45"
TIRADORES PARA BOYAS FERRUM,TIR4_ML,TIRADOR PLÁST. DORICA C/TORNILLO P/BOYA MOCHILA,PESOS,"146,18"
LUPUM.,LUP9012,TIRADOR REDONDO 20 BISEL BCE/PLATIL 9001  20,PESOS,"457,39"
LUPUM.,LUP9011,TIRADOR REDONDO 20 BISEL BCE/PULIDO 9001  10,PESOS,"457,39"
LUPUM.,LUP9022,TIRADOR REDONDO 20 FILET BCE/PLATIL 9002  20,PESOS,"457,39"
LUPUM.,LUP9021,TIRADOR REDONDO 20 FILET BCE/PULIDO 9002  10,PESOS,"457,39"
LUPUM.,LUP9112,TIRADOR REDONDO 25 BISEL BCE/PLATIL 9101  20,PESOS,"525,95"
LUPUM.,LUP9111,TIRADOR REDONDO 25 BISEL BCE/PULIDO 9101  10,PESOS,"525,95"
LUPUM.,LUP9122,TIRADOR REDONDO 25 FILET BCE/PLATIL 9102  20,PESOS,"525,95"
LUPUM.,LUP9121,TIRADOR REDONDO 25 FILET BCE/PULIDO 9102  10,PESOS,"525,95"
LUPUM.,LUP410,TIRADOR REDONDO 25 FILETE C/ ROSETA 9104  10,PESOS,"966,32"
LUPUM.,LUP420,TIRADOR REDONDO 25 FILETE C/ ROSETA 9104  20,PESOS,"966,32"
LUPUM.,LUP9212,TIRADOR REDONDO 30 BISEL BCE/PLATIL 9201  20,PESOS,"577,49"
LUPUM.,LUP9211,TIRADOR REDONDO 30 BISEL BCE/PULIDO 9201  10,PESOS,"577,49"
LUPUM.,LUP9222,TIRADOR REDONDO 30 FILET BCE/PLATIL 9202  20,PESOS,"577,49"
LUPUM.,LUP9221,TIRADOR REDONDO 30 FILET BCE/PULIDO 9202  10,PESOS,"577,49"
LUPUM.,LUP9312,TIRADOR REDONDO 35 BISEL BCE/PLATIL 9301  20,PESOS,"646,16"
LUPUM.,LUP9311,TIRADOR REDONDO 35 BISEL BCE/PULIDO 9301  10,PESOS,"646,16"
LUPUM.,LUP9322,TIRADOR REDONDO 35 FILET BCE/PLATIL 9302  20,PESOS,"646,16"
LUPUM.,LUP9321,TIRADOR REDONDO 35 FILET BCE/PULIDO 9302  10,PESOS,"646,16"
ARS-PLASTIC,ARS0012_SA,TOALLERO AUTOADHESIVO,PESOS,"601,56"
SIFOLIMP,SIF0043_SA,TOALLERO BLANCO,PESOS,0
LINEA PRACTICA,8001_ML,TOALLERO CHICO BLANCO - BLISTER X 1,PESOS,"648,65"
ARTICULOS DE RIEGO IMPORTADOS,H6002_ML,TOBERA EMERGENTE 4 P/RIEGO (180º),PESOS,"755,85"
ARTICULOS DE RIEGO IMPORTADOS,H6001_ML,TOBERA EMERGENTE 4 P/RIEGO (360º),PESOS,"755,85"
ARTICULOS DE RIEGO IMPORTADOS,H6003_ML,TOBERA EMERGENTE 4 P/RIEGO (90º),PESOS,"755,85"
TOMAS PARA CANILLA Y MANGUERA,TOM03_ML,TOMA C/LLUVIA PLASTICA LAVAVERDURA,PESOS,"188,47"
BUBIGOM,BUB0012_SA,TOMA DE 1/2,PESOS,"337,5"
BUBIGOM,BUB0013_SA,TOMA DE 1/2 PVC,PESOS,"337,5"
BUBIGOM,BUB0034_SA,TOMA DE 3/4,PESOS,405
TOMAS PARA CANILLA Y MANGUERA,TOM01_ML,TOMA GOMA PARA CANILLA Y MANGUERA 1/2,PESOS,"156,76"
TOMAS PARA CANILLA Y MANGUERA,TOM02_ML,TOMA GOMA PARA CANILLA Y MANGUERA 3/4,PESOS,"188,52"
LINEA PRACTICA,38001_ML,TOMA PVC PARA CANILLA Y MANGUERA 1/2,PESOS,"130,17"
LINEA PRACTICA,38002_ML,TOMA PVC PARA CANILLA Y MANGUERA 3/4,PESOS,"158,3"
DILUVIO,DIL512,"TOMA TRIPLE ""PIRAMIDAL""",PESOS,"65,17"
LINEA PRACTICA,16001_ML,TOPE ADHESIVO RECTANG. BLANCO -  BLISTER X 12,PESOS,"926,33"
LINEA PRACTICA,16002_ML,TOPE ADHESIVO RECTANGULAR BEIGE - BLISTER X 12,PESOS,"926,33"
LINEA PRACTICA,16003_ML,TOPE ADHESIVO RECTANGULAR MADERA - BLISTER X 12,PESOS,"1062,66"
LINEA PRACTICA,17002_ML,TOPE ADHESIVO REDONDO   BEIGE  -   BLISTER X 12,PESOS,"859,2"
LINEA PRACTICA,17001_ML,TOPE ADHESIVO REDONDO BLANCO -  BLISTER X 12,PESOS,"859,14"
LINEA PRACTICA,17003_ML,TOPE ADHESIVO REDONDO MADERA - BLISTER X 12,PESOS,"1002,97"
DAG,DAG0001_SA,TOPE AUTOADHESIVO- 2U. RECTANGULAR BLANCA,PESOS,"179,68"
DAG,DAG00011_SA,TOPE AUTOADHESIVO- 2U. RECTANGULAR MARRON,PESOS,"179,68"
DAG,DAG0002_SA,TOPE AUTOADHESIVO- 2U. REDONDA BLANCA,PESOS,"179,68"
DAG,DAG00021_SA,TOPE AUTOADHESIVO- 2U. REDONDA MARRON,PESOS,"179,68"
LINEA PRACTICA,25001_ML,TOPE FIELTRO RECT. 11 X 9 CM BLISTER X 1 UNIDAD,PESOS,"211,75"
LINEA PRACTICA,23001_ML,"TOPE FIELTRO RECT. 3 X 2,5 CM BLISTER X 9 UNIDADES",PESOS,"191,21"
LINEA PRACTICA,25002_ML,TOPE FIELTRO RECT. 50 X 9 CM BLISTER - X 1 UNIDAD,PESOS,"717,37"
LINEA PRACTICA,24001_ML,"TOPE FIELTRO RED. 2,5 CM BLISTER X 12 UNIDADES",PESOS,"218,7"
TOPES DE GOMA PARA FLOTANTE,TOP11_ML,TOPE FLOTANTE DEVESA DOBLE CIERRE 1/2,PESOS,"32,77"
TOPES DE GOMA PARA FLOTANTE,TOP13_ML,TOPE FLOTANTE DEVESA DOBLE CIERRE 1PULG,PESOS,"85,57"
TOPES DE GOMA PARA FLOTANTE,TOP12_ML,TOPE FLOTANTE DEVESA DOBLE CIERRE 3/4,PESOS,"48,7"
TOPES DE GOMA PARA FLOTANTE,TOP06_ML,TOPE GOMA CONICO CHICO  P/FLOTANTE TIPO GROVE,PESOS,"21,71"
TOPES DE GOMA PARA FLOTANTE,TOP07_ML,TOPE GOMA CONICO GRANDE P/FLOTANTE TIPO GROVE,PESOS,"31,99"
TOPES DE GOMA PARA FLOTANTE,TOP01_ML,TOPE GOMA P/PISTON Nº 0,PESOS,"19,1"
TOPES DE GOMA PARA FLOTANTE,TOP02_ML,TOPE GOMA P/PISTON Nº 1,PESOS,"19,1"
TOPES DE GOMA PARA FLOTANTE,TOP03_ML,TOPE GOMA P/PISTON Nº 1½,PESOS,"19,1"
TOPES DE GOMA PARA FLOTANTE,TOP04_ML,TOPE GOMA P/PISTON Nº 2,PESOS,"19,1"
TOPES DE GOMA PARA FLOTANTE,TOP10_ML,TOPE GOMA PARA PISTÓN ALTA PRESIÓN  1,PESOS,"77,86"
TOPES DE GOMA PARA FLOTANTE,TOP08_ML,TOPE GOMA PARA PISTÓN ALTA PRESIÓN 1/2,PESOS,"36,27"
TOPES DE GOMA PARA FLOTANTE,TOP09_ML,TOPE GOMA PARA PISTÓN ALTA PRESIÓN 3/4,PESOS,"46,53"
FERRIMEX,FEX0000_SA,TOPE PARA CORTINA METAL,PESOS,"365,54"
FERRIMEX,FEX0001_SA,TOPE PARA CORTINA PLASTICO,PESOS,"126,28"
LINEA PRACTICA,34001_ML,TOPE PARA PUERTA (BLISTER X 1),PESOS,"430,86"
TOPES PARA PUERTA  (AGUJERO 6,774_PI,TOPE PUERTA NEGRO 25  x 22 x unidad,PESOS,42
TOPES PARA PUERTA  (AGUJERO 6,771_PI,TOPE PUERTA NEGRO 29  x 37 x unidad,PESOS,76
TOPES PARA PUERTA  (AGUJERO 6,776_PI,TOPE PUERTA NEGRO 29 x 13 x unidad,PESOS,32
TOPES PARA PUERTA  (AGUJERO 6,773_PI,"TOPE PUERTA NEGRO 29 x 25,5 x unidad",PESOS,56
SABELCORT,SAB0010_SA,TOPE RIEL X 10U. PLASTICO COMUN,PESOS,0
ARDOR,ARD0003_SA,TOPE ZINCADO,PESOS,"167,18"
BIRO,BIR1,TOPES PARA PUERTAS 24 UNIDADES,PESOS,"8409,5"
MECANOBRA.,MEC990,TORN Y TUERCA 6 X 56 CZA RED CUELL CUADR,PESOS,"424,24"
TORNILLOS VARIOS DE BRONCE,TV14_ML,TORNILLO  1/4  X 2 BRONCE PULIDO P/SOPAPA ARIEL,PESOS,"68,29"
TORNILLOS VARIOS DE BRONCE,TV15_ML,TORNILLO 1/4 X 2 BRONCE NIQUEL. P/SOPAPA ARIEL,PESOS,"79,68"
TORNILLOS VARIOS DE BRONCE,TV05_ML,TORNILLO 3/16 X 2 BRONCE NIQUELADO P/SOPAPA,PESOS,"54,19"
TORNILLOS VARIOS DE BRONCE,TV06_ML,TORNILLO 3/16 X 2 BRONCE PULIDO P/SOPAPA,PESOS,"47,92"
TORNILLOS VARIOS DE BRONCE,TV17_ML,TORNILLO 3/16 X 3 BRONCE NIQUELADO P/SOPAPA,PESOS,"69,89"
TORNILLOS VARIOS DE BRONCE,TV18_ML,TORNILLO 3/16 X 3 BRONCE PULIDO P/SOPAPA,PESOS,"64,81"
TORNILLOS VARIOS DE BRONCE,TV01_ML,TORNILLO 3/16 X 3/8 BRONCE NIQUELADO C. REDONDA,PESOS,"21,32"
TORNILLOS VARIOS DE BRONCE,TV03_ML,TORNILLO 3/16 X 3/8 BRONCE NIQUELADO C. TANQUE,PESOS,"28,63"
TORNILLOS VARIOS DE BRONCE,TV02_ML,TORNILLO 3/16 X 3/8 BRONCE PULIDO C. REDONDA,PESOS,"19,76"
TORNILLOS VARIOS DE BRONCE,TV04_ML,TORNILLO 3/16 X 3/8 BRONCE PULIDO C. TANQUE,PESOS,"23,38"
TORNILLOS VARIOS DE BRONCE,TV07_ML,TORNILLO 5/32 X 1/2 BRONCE PULIDO C. REDONDA FV,PESOS,"20,72"
TORNILLOS VARIOS DE BRONCE,TV08_ML,TORNILLO 5/32 X 1/2 BRONCE PULIDO C. TANQUE FV,PESOS,"23,23"
TORNILLOS VARIOS DE BRONCE,TV11_ML,TORNILLO 5/32 X 1/4 BRONCE NIQUELADO P/REJILLA,PESOS,"12,18"
TORNILLOS VARIOS DE BRONCE,TV12_ML,TORNILLO 5/32 X 1/4 BRONCE PULIDO P/REJILLA,PESOS,"10,79"
TORNILLOS VARIOS DE BRONCE,TV10_ML,TORNILLO 5/32 X 36    C/2 TUERCAS P/TAPA FRANKLIN,PESOS,"70,31"
TORNILLOS VARIOS DE BRONCE,TV09_ML,TORNILLO 5/32 X 45    BCE. PULIDO P/PALANCA MOCHILA,PESOS,"30,13"
FISCHER.,FIS1412,TORNILLO ATERRAJ.ZINC TAT  4 X 1/2  X 100 UNI,PESOS,"243,82"
FISCHER.,FIS1414,TORNILLO ATERRAJ.ZINC TAT  4 X 1/4  X 100 UN,PESOS,"218,61"
FISCHER.,FIS1434,TORNILLO ATERRAJ.ZINC TAT  4 X 3/4  X 100 UNI,PESOS,"282,89"
FISCHER.,FIS1438,TORNILLO ATERRAJ.ZINC TAT  4 X 3/8  X 100 UNI,PESOS,"218,61"
FISCHER.,FIS1612,TORNILLO ATERRAJ.ZINC TAT  6 X 1/2  X 100 UNI,PESOS,"319,89"
FISCHER.,FIS1614,TORNILLO ATERRAJ.ZINC TAT  6 X 1/4  X 100 UNI,PESOS,"269,01"
FISCHER.,FIS1634,TORNILLO ATERRAJ.ZINC TAT  6 X 3/4  X 100 UNI,PESOS,"377,28"
FISCHER.,FIS1638,TORNILLO ATERRAJ.ZINC TAT  6 X 3/8  X 100 UNI,PESOS,"291,46"
FISCHER.,FIS1658,TORNILLO ATERRAJ.ZINC TAT  6 X 5/8  X 100 UNI,PESOS,"337,97"
FISCHER.,FIS181,TORNILLO ATERRAJ.ZINC TAT  8 X 1    X 100 UNI,PESOS,"655,8"
FISCHER.,FIS2812,TORNILLO ATERRAJ.ZINC TAT  8 X 1 1/2 X 100 UN,PESOS,"849,4"
FISCHER.,FIS2814,TORNILLO ATERRAJ.ZINC TAT  8 X 1 1/4 X 100 U,PESOS,"756,89"
FISCHER.,FIS1812,TORNILLO ATERRAJ.ZINC TAT  8 X 1/2  X 100 UNI,PESOS,"453,85"
FISCHER.,FIS1834,TORNILLO ATERRAJ.ZINC TAT  8 X 3/4  X 100 UNI,PESOS,"519,31"
FISCHER.,FIS1838,TORNILLO ATERRAJ.ZINC TAT  8 X 3/8  X 100 UNI,PESOS,"404,81"
FISCHER.,FIS1858,TORNILLO ATERRAJ.ZINC TAT  8 X 5/8  X 100 UNI,PESOS,"471,68"
FISCHER.,FIS2014,TORNILLO ATERRAJ.ZINC TAT 10 X 1 1/4 X 100 U,PESOS,"943,31"
FISCHER.,FIS1015,TORNILLO ATERRAJ.ZINC TAT 10 X 1/2  X 100 UNI,PESOS,"630,58"
FISCHER.,FIS1034,TORNILLO ATERRAJ.ZINC TAT 10 X 3/4  X 100 UNI,PESOS,"683,8"
FISCHER.,FIS1038,TORNILLO ATERRAJ.ZINC TAT 10 X 3/8  X 100 UNI,PESOS,"630,58"
FISCHER.,FIS1058,TORNILLO ATERRAJ.ZINC TAT 10 X 5/8  X 100 UNI,PESOS,"683,8"
FISCHER.,FIS2214,TORNILLO ATERRAJ.ZINC TAT 12 X 1 1/4  X 100 U,PESOS,"1249,81"
FISCHER.,FIS1212,TORNILLO ATERRAJ.ZINC TAT 12 X 1/2 X 100 UNI,PESOS,"882,94"
FISCHER.,FIS1234,TORNILLO ATERRAJ.ZINC TAT 12 X 3/4 X 100 UNID,PESOS,"1034,72"
LUPUM.,LUP6004,TORNILLO BRONCE 17X17 GOTA X UNIDAD,PESOS,"32,95"
TORNILLOS DE BRONCE CABEZA FRE,TF22X35_ML,TORNILLO BRONCE C. FRESADA 22-35 (GRUESA X 144 UN.),PESOS,"5904,48"
TORNILLOS DE BRONCE CABEZA FRE,TF22X40_ML,TORNILLO BRONCE C. FRESADA 22-40 (GRUESA X 144 UN.),PESOS,"6440,42"
TORNILLOS DE BRONCE CABEZA FRE,TF22X50_ML,TORNILLO BRONCE C. FRESADA 22-50 (GRUESA X 144 UN.),PESOS,"7945,59"
TORNILLOS DE BRONCE CABEZA FRE,TF22X60_ML,TORNILLO BRONCE C. FRESADA 22-60 (GRUESA X 144 UN.),PESOS,"9033,61"
TORNILLOS DE BRONCE CABEZA FRE,TF22X70_ML,TORNILLO BRONCE C. FRESADA 22-70 (GRUESA X 144 UN.),PESOS,"10033,56"
TORNILLOS DE BRONCE CABEZA FRE,TF22X80_ML,TORNILLO BRONCE C. FRESADA 22-80 (GRUESA X 144 UN.),PESOS,"11191,17"
TORNILLOS VARIOS DE BRONCE,TV20_ML,TORNILLO BRONCE FENIX PARA MOCHILA,PESOS,"354,74"
TORNILLOS VARIOS DE BRONCE,TV21_ML,TORNILLO BRONCE GRUESO PARA MOCHILA,PESOS,"399,83"
FISCHER.,FIS3927,"TORNILLO CZA TROMPETA TD T2 6X1""  X 500",PESOS,"2775,84"
FISCHER.,FIS3926,"TORNILLO CZA TROMPETA TD T3 6X1Â½"" X 500",PESOS,"3448,51"
PERFECTO.,ERF1618,"TORNILLO DRY TROMP T2 6 X 11/8"" P/AGUJA X 500",PESOS,"3091,46"
PERFECTO.,ERF1611,"TORNILLO DRY TROMP T2 6 X 11/8"" P/MECHA X 500",PESOS,"3646,96"
PERFECTO.,ERF1612,"TORNILLO DRY TROMP T3 6 X 11/2"" P/AGUJA X 500",PESOS,"3544,31"
PERFECTO.,ERF1615,"TORNILLO DRY TROMP T3 6 X 15/8"" P/MECHA X 500",PESOS,"4383,59"
PERFECTO.,ERF162,"TORNILLO DRY TROMP T4 6 X 2 "" P/AGUJA X 300",PESOS,"2548,58"
PERFECTO.,ERF161,"TORNILLO DRY TROMPETA T2 6 X 1"" P/AGUJA X 500",PESOS,"2747,3"
PERFECTO.,ERF581,TORNILLO DRY WAFER T1 8 X 1 P/MECHA X 300,PESOS,"2883,76"
PERFECTO.,ERF6812,TORNILLO DRY WAFER T1 8 X 1/2 P/AGUJA X 500,PESOS,"3369,21"
PERFECTO.,ERF5812,TORNILLO DRY WAFER T1 8 X 1/2 P/MECHA X 500,PESOS,"3765,42"
PERFECTO.,ERF6834,TORNILLO DRY WAFER T1 8 X 3/4 P/AGUJO X 500,PESOS,"3873,15"
PERFECTO.,ERF5834,TORNILLO DRY WAFER T1 8 X 3/4 P/MECHA X 500,PESOS,"4247,64"
PERFECTO.,ERF6891,TORNILLO DRY WAFER T1 8 X 9/16 P/AGUJO X 500,PESOS,"3489,98"
PERFECTO.,ERF5891,TORNILLO DRY WAFER T1 8 X 9/16 P/MECHA X 500,PESOS,"3954,89"
FISCHER.,FIS2931,TORNILLO FFS 7.5 X 102 T30,PESOS,13108
PERFECTO.,ERF1061,"TORNILLO FRESADA  6 X 1 "" MADERA X 500",PESOS,"2747,3"
PERFECTO.,ERF1062,TORNILLO FRESADA  6 X 1 1/2 MADERA X 500,PESOS,"3544,31"
PERFECTO.,ERF1068,TORNILLO FRESADA  6 X 1 1/4 MADERA X 500,PESOS,"3200,14"
PERFECTO.,ERF1064,TORNILLO FRESADA  6 X 1 3/4 MADERA X 500,PESOS,"3894,52"
PERFECTO.,ERF106,TORNILLO FRESADA  6 X 2 MADERA X 300,PESOS,"2548,58"
PERFECTO.,ERF1060,"TORNILLO FRESADA  6 X 3/4"" MADERA X 500",PESOS,"2436,75"
PERFECTO.,ERF7802,TORNILLO FRESADA  8 X 1 1/2 MADERA X 500,PESOS,"4957,21"
PERFECTO.,ERF7084,TORNILLO FRESADA  8 X 1 1/4 MADERA X 500,PESOS,"4462,1"
PERFECTO.,ERF7083,TORNILLO FRESADA  8 X 1 3/4 MADERA X 300,PESOS,"3293,13"
PERFECTO.,ERF7081,TORNILLO FRESADA  8 X 1 MADERA X 500,PESOS,"3894,52"
PERFECTO.,ERF1082,TORNILLO FRESADA  8 X 2  MADERA X 300,PESOS,"3557,59"
PERFECTO.,ERF7102,TORNILLO FRESADA 10 X 1 1/2 MADERA X 300,PESOS,"3568,46"
PERFECTO.,ERF7104,TORNILLO FRESADA 10 X 1 1/4 MADERA X 300,PESOS,"3209,8"
PERFECTO.,ERF7105,TORNILLO FRESADA 10 X 1 3/4 MADERA X 300,PESOS,"3992,33"
PERFECTO.,ERF7101,TORNILLO FRESADA 10 X 1 MADERA X 300,PESOS,"2742,47"
PERFECTO.,ERF7106,TORNILLO FRESADA 10 X 2 MADERA X 300,PESOS,"4408,96"
PERFECTO.,ERF7103,TORNILLO FRESADA 10 X 3/4 MADERA X 300,PESOS,"2323,89"
PERFECTO.,ERF7122,TORNILLO FRESADA 12 X 1 1/2 MADERA X 300,PESOS,"4354,61"
PERFECTO.,ERF7124,TORNILLO FRESADA 12 X 1 1/4 MADERA X 500,PESOS,"6478,79"
PERFECTO.,ERF7123,TORNILLO FRESADA 12 X 1 3/4 MADERA X 200,PESOS,"3256,52"
PERFECTO.,ERF7121,TORNILLO FRESADA 12 X 1 MADERA X 300,PESOS,"3318,5"
PERFECTO.,ERF712,TORNILLO FRESADA 12 X 2 MADERA X 200,PESOS,"3562,42"
PERFECTO.,ERF1141,TORNILLO HEXAGONAL T2 14 X 1 P/MECHA X 200 CH,PESOS,"5714,37"
PERFECTO.,ERF2141,"TORNILLO HEXAGONAL T2 14 X 1"" P/MECHA X 200",PESOS,"5714,37"
PERFECTO.,ERF2143,TORNILLO HEXAGONAL T2 14 X 11/2 P/MECHA X 200,PESOS,"6878,51"
PERFECTO.,ERF0417,TORNILLO HEXAGONAL T2 14 X 2 P/AGUJA X 200,PESOS,"8081,27"
PERFECTO.,ERF2144,TORNILLO HEXAGONAL T2 14 X 2 P/MECHA X 200,PESOS,"8081,27"
PERFECTO.,ERF2142,TORNILLO HEXAGONAL T2 14 X 2 P/MECHA X 200 CH,PESOS,"8081,27"
PERFECTO.,ERF0418,TORNILLO HEXAGONAL T2 14 X 21/2 P/AGUJA X 250,PESOS,"12214,9"
PERFECTO.,ERF2145,TORNILLO HEXAGONAL T2 14 X 21/2 P/MECHA X 250,PESOS,"12214,9"
PERFECTO.,ERF0419,TORNILLO HEXAGONAL T2 14 X 3 P/AGUJA X 250,PESOS,"14316,12"
PERFECTO.,ERF2140,TORNILLO HEXAGONAL T2 14X11/2 P/MECHA X200 CH,PESOS,"6733,7"
TORNILLOS DE HIERRO ZINCADO,THZ_ML,TORNILLO HIERRO ZINCADO 21 X 40 (GRUESA X 144 U.),PESOS,"2613,86"
TORNILLOS ECONOMICOS INODORO Y,TE60_ML,TORNILLO INODORO Y BIDET 22-60 ECONÓMICO,PESOS,"126,35"
TORNILLOS SUPER PARA INODORO Y,T22X60_ML,TORNILLO INODORO Y BIDET 22-60 SUPER,PESOS,146
TORNILLOS ECONOMICOS INODORO Y,TE70_ML,TORNILLO INODORO Y BIDET 22-70 ECONÓMICO,PESOS,"133,28"
TORNILLOS SUPER PARA INODORO Y,T22X70_ML,TORNILLO INODORO Y BIDET 22-70 SUPER,PESOS,"154,98"
TORNILLOS ECONOMICOS INODORO Y,TE80_ML,TORNILLO INODORO Y BIDET 22-80 ECONÓMICO,PESOS,"144,24"
TORNILLOS SUPER PARA INODORO Y,T22X80_ML,TORNILLO INODORO Y BIDET 22-80 SUPER,PESOS,"161,77"
BARBERO.,BAR40,TORNILLO MORSA NÂº0,PESOS,"4030,96"
BARBERO.,BAR41,TORNILLO MORSA NÂº1,PESOS,"4317,21"
BARBERO.,BAR42,TORNILLO MORSA NÂº2,PESOS,"6320,84"
BARBERO.,BAR43,TORNILLO MORSA NÂº3,PESOS,"6729,02"
BARBERO.,BAR44,TORNILLO MORSA NÂº4,PESOS,"8531,11"
BARBERO.,BAR45,TORNILLO MORSA NÂº5,PESOS,"10534,74"
BARBERO.,BAR46,TORNILLO MORSA NÂº6,PESOS,"11037,77"
BARBERO.,BAR47,TORNILLO MORSA NÂº7 - NÂº8,PESOS,"11527,25"
FISCHER.,FIS3555,TORNILLO P/FU TPFU 3.5 X 55 X 100,PESOS,"562,13"
FISCHER.,FIS4575,TORNILLO P/FU TPFU 4.5 X 75 X 100,PESOS,"1080,28"
FISCHER.,FIS6085,TORNILLO P/FU TPFU 6.0 X 85 X 100,PESOS,"2212,79"
VARIOS,VAR0100_SA,TORNILLO P/INDODORO 70/80 X 100U COMPLETO,PESOS,"22323,8"
BARBERO,BAR0031_SA,TORNILLO P/MORSA FIJA Nº 1 220X14MM.,PESOS,"4898,84"
BARBERO,BAR0032_SA,TORNILLO P/MORSA FIJA Nº 2 280X19MM.,PESOS,"7173,12"
BARBERO,BAR0033_SA,TORNILLO P/MORSA FIJA Nº 3 317X19MM.,PESOS,"7636,8"
BARBERO,BAR0034_SA,TORNILLO P/MORSA FIJA Nº 4 363X24MM.,PESOS,"9682,72"
